Condition Concept ID,Condition Name,Drug Concept ID,Drug Concept Name,Ground Truth (1-postive control; 0-negative control),DailyMed URL to Structured Product Label (SPL),Tisdale level of evidence,ATC class name,Indication Name,Comparator Drug Name,# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR),# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR),# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR),# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR),# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR)
500000301,Acute liver injury,1782521,isoniazid,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=35AB2CEE-72CE-4E98-9DE8-BDA835C5C3FD,B,ANTIINFECTIVES FOR SYSTEMIC USE,Pulmonary Tuberculosis,Ethambutol,1510,120.72,68.57,1.37,15196,123.58,506.98,1.13,2807,137.04,171.55,1.23,27367,136.18,719.84,1.11,13080,159.32,216.89,1.2
500000301,Acute liver injury,705103,lamotrigine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eed2058c-35b6-49c1-90b3-c9753c796f24,C,NERVOUS SYSTEM,Bipolar Disorder in Remission,quetiapine,8022,294.14,412.8,1.14,71426,299.15,2889.49,1.05,12764,430.07,739.5,1.11,190794,337.15,5940.75,1.04,58930,165.41,982.22,1.09
500000301,Acute liver injury,1310756,moexipril,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e16c2ad3-1ce5-48fc-96b2-5d63dc6b68d5,C,CARDIOVASCULAR SYSTEM,Hypertension,Amlodipine,838,406.17,60.75,1.39,7144,385.34,453.11,1.14,23144,522.41,1406.44,1.08,42892,461.1,2217.41,1.06,17569,314.91,396.43,1.15
500000301,Acute liver injury,714684,nefazodone,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=51ff7db5-aaf9-4c3c-86e6-958ebf16b60f,C,NERVOUS SYSTEM,Depression,Bupropion,918,318.4,58.61,1.4,11481,271.53,672.85,1.11,3730,470.65,213.47,1.2,30446,379.84,1380.9,1.08,20003,207.9,394.37,1.15
500000301,Acute liver injury,741530,orlistat,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5bbdc95b-82a1-4ba5-8185-6504ff68cc06,C,ALIMENTARY TRACT AND METABOLISM,Obesity,Phentermine,1024,133.41,65.18,1.38,1010,166.85,58.6,1.4,7227,286.86,399.23,1.15,38475,163.44,1789.32,1.07,23531,174.11,452.18,1.14
500000301,Acute liver injury,1118045,oxaprozin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ea1de47e-3101-4414-817c-0a098af8988c,C,MUSCULO-SKELETAL SYSTEM,Osteoarthritis,meloxicam,4523,76.23,296.12,1.17,19004,98.08,1079.19,1.09,23697,232.46,1383.8,1.08,141735,98.55,6280.19,1.04,33683,151.31,710.35,1.11
500000301,Acute liver injury,1525215,pioglitazone,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2a97ef74-b338-4655-a60b-923f86720179,B,ALIMENTARY TRACT AND METABOLISM,Type 2 Diabetes Mellitus,Glipizide,16201,306.46,1188.85,1.08,87521,345.99,6077.2,1.04,171501,608.05,9962.09,1.03,367610,459.94,19879.56,1.02,153696,302.93,3566.17,1.05
500000301,Acute liver injury,1704139,posaconazole,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=B073B082-7B57-4423-8C06-4FD4263D6F84,C,ANTIINFECTIVES FOR SYSTEMIC USE,Prevention of Invasive Pulmonary Aspergillosis,Clotrimazole,8,99.75,0.6,7.92,59,64.36,2.99,3.28,132,76.78,7.77,2.26,490,85.95,22.41,1.68,105,64.35,2.51,3.55
500000301,Acute liver injury,1331235,quinapril,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=63cf5651-d52c-4d27-9fd4-ed9cd9724dff,C,CARDIOVASCULAR SYSTEM,Hypertension,Amlodipine,7674,456.69,569.06,1.12,35212,400.73,2331.86,1.06,94910,770.93,5580.05,1.04,194096,624.28,10428.52,1.03,86120,350.26,1972.39,1.06
500000301,Acute liver injury,1741309,terbinafine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7c6c1494-fb92-4442-bcff-764b77397495,C,DERMATOLOGICALS,Onychomycosis due to Dermatophyte,ciclopirox,13745,72.37,867.37,1.1,47236,52.88,2167.7,1.06,59058,84.81,3476.26,1.05,401949,78.3,16712.87,1.02,97696,106.6,1982.38,1.06
500000301,Acute liver injury,1736999,tipranavir,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=08982e49-d2eb-4b25-b01a-1be52fd669ef,B,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,Lamivudine,33,238.3,2.61,3.49,146,184.59,10.38,2.06,20,442.45,1.07,5.53,363,319.56,16.26,1.82,112,242.65,3.12,3.22
500000301,Acute liver injury,715727,tolcapone,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a0e47a9d-78e7-4523-983a-aa259f221736,B,NERVOUS SYSTEM,Idiopathic Parkinsonism,entacapone,4,171.75,0.33,11.92,60,429.12,3.15,3.2,216,534.85,13.17,1.92,141,471.23,8.23,2.22,323,219.93,6.9,2.35
500000301,Acute liver injury,1342439,trandolapril,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=94153dc5-9939-4409-ae13-e7ce785ac430,C,CARDIOVASCULAR SYSTEM,Hypertension,Hydrochlorothiazide,2325,384.68,171.05,1.23,9961,349.22,658.33,1.11,25939,601.27,1541.17,1.07,62526,482.14,3243.5,1.05,22487,285.9,513.36,1.13
500000301,Acute liver injury,1712549,trovafloxacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=DA9B26BB-D2D7-4113-A0F9-C6C2280F4875,C,ANTIINFECTIVES FOR SYSTEMIC USE,Urinary Tract Infections,Trimethoprim,0,0,0,225.3,0,0,0,225.3,0,0,0,225.3,0,0,0,225.3,2828,40.95,57.01,1.41
500000301,Acute liver injury,1714277,voriconazole,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ce3ef5cf-3087-4d92-9d94-9eb8287228db,C,ANTIINFECTIVES FOR SYSTEMIC USE,Invasive Pulmonary Aspergillosis,Amphotericin B,162,97.34,10.38,2.06,1146,93.24,55.44,1.41,1546,98.59,90.31,1.32,4744,115.68,213.92,1.2,691,78.78,14.62,1.87
500000301,Acute liver injury,1111706,zafirlukast,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5550433b-8c9c-4378-058f-6bb724c4f18c,C,RESPIRATORY SYSTEM,Bronchial Asthma,salmeterol,523,298.95,32.71,1.55,7714,394.41,417.15,1.14,9078,552.46,539.17,1.12,26007,373.57,1165.68,1.08,12887,244.71,250.04,1.19
500000301,Acute liver injury,1309204,Adenosine,0,,N,CARDIOVASCULAR SYSTEM,Paroxysmal Supraventricular Tachycardia,Phenylephrine,8453,0.86,622.73,1.12,48616,0.12,3440.02,1.05,243784,0.04,15402.98,1.02,184591,0.14,10788.11,1.03,9736,0.38,206.62,1.2
500000301,Acute liver injury,919204,Amylases,0,,N,,Pancreatic Insufficiency,Metronidazole,1494,198.13,95.17,1.31,12393,289.19,711.03,1.11,16598,319.91,1012,1.09,31761,218.77,1421.49,1.08,13022,191.6,270.97,1.18
500000301,Acute liver injury,917006,Benzocaine,0,,N,ALIMENTARY TRACT AND METABOLISM,Sore Throat,Chlorpheniramine,4405,11.74,136.35,1.25,133726,12.04,2110.82,1.06,11090,12.25,676.8,1.11,239145,10.32,3634.17,1.05,94592,66.65,956.73,1.09
500000301,Acute liver injury,19008009,Cosyntropin,0,,N,"SYSTEMIC HORMONAL PREPS,EXCL SEX HORMONES & INSULN",Acute Adrenocortical Insufficiency,Corticotropin,395,1.24,21.5,1.7,1076,1.84,48.04,1.45,1534,1.22,94.56,1.31,8787,1.12,326.76,1.16,929,15.5,17.45,1.78
500000301,Acute liver injury,924724,Dicyclomine,0,,N,ALIMENTARY TRACT AND METABOLISM,Irritable Bowel Syndrome,homatropine,15301,53.06,857.27,1.1,122806,65.87,5154.59,1.04,78698,131.91,4738.75,1.04,383327,58.64,14284.6,1.02,88089,154.67,1575.63,1.07
500000301,Acute liver injury,739323,Droperidol,0,,N,NERVOUS SYSTEM,Pain,Acetaminophen,884,0.46,48.43,1.44,5970,0.83,279.89,1.17,2214,2.54,133.91,1.26,19313,0.85,708.12,1.11,149,131.65,2.8,3.38
500000301,Acute liver injury,931973,Endopeptidases,0,,N,,Pancreatic Insufficiency,Metronidazole,1494,198.13,95.17,1.31,12393,289.19,711.03,1.11,16598,319.91,1012,1.09,31761,218.77,1421.49,1.08,13024,191.58,271.01,1.18
500000301,Acute liver injury,1145379,Ergotamine,0,,N,NERVOUS SYSTEM,Vascular Headache,Acetaminophen,641,130.21,42.75,1.47,2399,59.96,108.72,1.29,3541,216.56,204.07,1.21,19565,134.46,955.49,1.09,7249,193.3,143.76,1.25
500000301,Acute liver injury,954853,Flavoxate,0,,N,GENITO URINARY SYSTEM AND SEX HORMONES,Dysuria,Phenazopyridine,669,22.72,38.45,1.5,4277,69.91,213.85,1.2,4941,67.53,305.31,1.17,16033,26.08,668.83,1.11,4131,106.15,72.47,1.36
500000301,Acute liver injury,1763779,Griseofulvin,0,,N,DERMATOLOGICALS,Tinea Barbae,Tolnaftate,7559,45.53,188.15,1.21,191655,43.63,2667.39,1.05,5766,62.75,343.81,1.16,128023,44.5,2257.58,1.06,17574,76.1,182.12,1.22
500000301,Acute liver injury,923672,Hyoscyamine,0,,N,ALIMENTARY TRACT AND METABOLISM,Dysuria,Flavoxate,17936,50.27,1037.13,1.09,174691,45.49,5471.57,1.04,121512,104.61,7365.08,1.03,591779,53.04,21605.7,1.02,129391,141.39,2231.79,1.06
500000301,Acute liver injury,986117,Ketotifen,0,,N,SENSORY ORGANS,Allergic Conjunctivitis,loteprednol etabonate,1109,42.28,58.41,1.4,22638,37.86,606.01,1.12,10943,71.57,670.1,1.11,46622,45.67,1596.73,1.07,8218,121.57,122.13,1.27
500000301,Acute liver injury,987245,Lactulose,0,,N,ALIMENTARY TRACT AND METABOLISM,Constipation,POLYETHYLENE GLYCOL 3350,5620,84.51,311.76,1.16,62858,108.47,2860.77,1.05,75873,116.53,4774.88,1.04,94830,71.03,3524.93,1.05,28472,142.6,546.17,1.12
500000301,Acute liver injury,990760,Lipase,0,,N,,Pancreatic Insufficiency,Metronidazole,1494,198.13,95.17,1.31,12393,289.19,711.03,1.11,16598,319.91,1012,1.09,31761,218.77,1421.49,1.08,13022,191.6,270.97,1.18
500000301,Acute liver injury,904356,Methenamine,0,,N,ANTIINFECTIVES FOR SYSTEMIC USE,Urinary Tract Infections,Trimethoprim,1664,33.8,102.93,1.3,13635,60.35,633.44,1.11,17508,92.48,1078.07,1.09,61302,28.73,2528.09,1.06,11506,113.7,201.57,1.21
500000301,Acute liver injury,907879,Miconazole,0,,N,ANTIINFECTIVES FOR SYSTEMIC USE,Vulvovaginal Candidiasis,Fluconazole,6065,16.33,232.97,1.19,69753,16.94,2183.11,1.06,2809,38.89,172.87,1.22,19417,24.03,359.34,1.15,25784,85.75,363.5,1.15
500000301,Acute liver injury,717136,Neostigmine,0,,N,NERVOUS SYSTEM,Urinary Retention,Atropine,3785,0.08,204.87,1.21,22056,0.72,874.78,1.1,8179,4.84,493.29,1.13,65430,0.37,2465.93,1.06,67,134.06,1.39,4.78
500000301,Acute liver injury,1727443,Paromomycin,0,,N,ALIMENTARY TRACT AND METABOLISM,Acute Intestinal Amebiasis,Neomycin,67,18.58,4.49,2.76,336,21.96,11.48,2,69,12.46,3.97,2.9,1145,14.71,39.96,1.49,441,63.63,10.16,2.07
500000301,Acute liver injury,1729720,Penicillin V,0,,N,ANTIINFECTIVES FOR SYSTEMIC USE,Pharyngitis,Cefaclor,58385,14.34,2887.23,1.05,569980,16.57,16666.07,1.02,210310,15.12,12676.9,1.03,1951831,12.24,60612.46,1.01,40435,56.31,409.89,1.14
500000301,Acute liver injury,735340,Phentermine,0,,N,ALIMENTARY TRACT AND METABOLISM,Obesity,sibutramine,2770,133.69,156.43,1.24,79,67.95,3.81,2.95,4423,187.62,238.04,1.19,108231,142.97,3907.28,1.05,39052,151.48,619.27,1.12
500000301,Acute liver injury,1335539,Phentolamine,0,,N,CARDIOVASCULAR SYSTEM,Cerebral Ischemia,Pentobarbital,90,3.39,7.15,2.32,118,29.95,7.66,2.27,854,38.04,49.21,1.44,1795,29.97,96.81,1.31,27,79.89,0.63,7.68
500000301,Acute liver injury,751347,Primidone,0,,N,NERVOUS SYSTEM,Tonic-Clonic Epilepsy,Ethotoin,740,394.95,50.72,1.43,9657,457.2,592.08,1.12,24252,489.53,1517.32,1.07,17986,402.65,956.23,1.09,13408,258.36,284.04,1.17
500000301,Acute liver injury,953391,Propantheline,0,,N,ALIMENTARY TRACT AND METABOLISM,Peptic Ulcer,Sodium Bicarbonate,54,155.52,3.47,3.07,584,283.02,32.44,1.55,582,240.29,35.71,1.52,2193,144.47,81.91,1.33,575,147.91,11.69,1.99
500000301,Acute liver injury,965748,Scopolamine,0,,N,ALIMENTARY TRACT AND METABOLISM,Motion Sickness,Promethazine,9074,24.2,564.58,1.12,14333,68.89,641.99,1.11,68502,49.08,4072.68,1.04,351180,24.81,14575.52,1.02,59824,115.79,1151.82,1.08
500000301,Acute liver injury,990499,"Sodium Phosphate, Monobasic",0,,N,,Constipation,Lactulose,1066,40.79,50.06,1.44,19457,22.94,892.86,1.1,2257,30.38,138.13,1.25,13402,17.6,535.12,1.12,11496,81.53,220.37,1.2
500000301,Acute liver injury,1036228,Sucralfate,0,,N,ALIMENTARY TRACT AND METABOLISM,Duodenal Ulcer,Amoxicillin,6122,61.44,372.84,1.15,54411,97.32,2758.93,1.05,68190,135.24,4184.66,1.04,186892,61.61,7750.76,1.03,45020,139.71,893.48,1.1
500000301,Acute liver injury,1037005,Tetrahydrocannabinol,0,,N,ALIMENTARY TRACT AND METABOLISM,Anorexia from HIV,Megestrol,581,111.16,39.71,1.49,6783,170.18,411.16,1.14,9439,70.11,587.52,1.12,12342,83.12,606.07,1.12,3926,139.06,88.21,1.32
500000301,Acute liver injury,1702559,Tinidazole,0,,N,"ANTIPARASITIC PRODUCTS, INSECTICIDES & REPELLENTS",Trichomoniasis,Metronidazole,823,7.93,36.41,1.52,1863,5.95,55.01,1.41,383,17.58,21.9,1.69,16504,7.87,457.94,1.14,2024,56.7,25.81,1.63
500000301,Acute liver injury,1103552,almotriptan,0,,N,NERVOUS SYSTEM,Migraine,Acetaminophen,1339,91.35,67.57,1.37,11972,48.17,500.15,1.13,983,168,53.74,1.42,45958,87.8,1495.35,1.07,14763,163.04,219.45,1.2
500000301,Acute liver injury,1136601,benzonatate,0,,N,RESPIRATORY SYSTEM,Cough,Guaifenesin,27611,17.73,1670.95,1.07,131904,27.32,5730.25,1.04,206981,28.57,12576.93,1.03,998548,15.12,39568.44,1.01,255670,83.82,4764.01,1.04
500000301,Acute liver injury,1396012,ferrous gluconate,0,,N,BLOOD AND BLOOD FORMING ORGANS,Iron Deficiency Anemia,Docusate,166,80.56,6.94,2.35,3510,97.72,147.95,1.24,77,76.18,4.66,2.72,186,62.15,7.29,2.31,43399,104.5,772.68,1.1
500000301,Acute liver injury,1149380,fluticasone,0,,N,DERMATOLOGICALS,Allergic Rhinitis,Pseudoephedrine,105804,140.03,5719.8,1.04,925368,137.11,30343.23,1.02,580160,292.44,34598.44,1.02,3259251,153.27,110337.2,1.01,884643,230.8,15923.49,1.02
500000301,Acute liver injury,1789276,gatifloxacin,0,,N,ANTIINFECTIVES FOR SYSTEMIC USE,E. Coli Pyelonephritis,ertapenem,16175,14.48,1005.78,1.09,94580,14.27,5017.04,1.04,281791,21.8,17834.26,1.02,480453,15.02,20481.17,1.02,44552,46.28,865.27,1.1
500000301,Acute liver injury,767410,lithium citrate,0,,N,NERVOUS SYSTEM,Manic Bipolar Disorder,quetiapine,64,194.95,2.61,3.48,912,200.78,32.22,1.55,160,207.26,9.79,2.1,672,135.98,19.68,1.73,127,93.46,2.04,3.92
500000301,Acute liver injury,918906,oxybutynin,0,,N,GENITO URINARY SYSTEM AND SEX HORMONES,Urinary Urge Incontinence,Solifenacin,6575,236.15,401.9,1.14,78886,272.46,3895.82,1.05,160836,339.65,10025.23,1.03,177030,233.2,8149.65,1.03,87014,224.47,1730.28,1.07
500000301,Acute liver injury,1137529,salmeterol,0,,N,RESPIRATORY SYSTEM,Bronchial Asthma,Prednisone,40568,182.81,2283.33,1.06,353901,197.09,15400.2,1.02,300685,378.12,18088.2,1.02,1086914,220.73,39540.65,1.01,419982,242,7867.89,1.03
500000301,Acute liver injury,1580747,sitagliptin,0,,N,ALIMENTARY TRACT AND METABOLISM,Type 2 Diabetes Mellitus,pioglitazone,4008,136.5,299.74,1.17,3477,114.33,263.63,1.18,50803,286.61,3001.88,1.05,105680,237.22,5819.56,1.04,45794,201.28,1070.32,1.09
500000801,Acute myocardial infarction,1332418,Amlodipine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b6f298ba-2d7e-4a3c-9edb-8b60aba716d6,C,CARDIOVASCULAR SYSTEM,Hypertension,Lisinopril,45655,379.44,3076.63,1.05,269634,399.7,26828.94,1.02,680486,658.45,105356.99,1.01,1095647,506.92,51758.93,1.01,502850,316.39,16046.09,1.02
500000801,Acute myocardial infarction,713109,Amoxapine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a16297df-3158-48db-85e5-5cd506885556,C,NERVOUS SYSTEM,Depression,Bupropion,39,322.72,2.21,3.78,415,436.47,34.47,1.53,516,708.66,66.77,1.37,869,437.35,35.69,1.52,516,201.02,10.01,2.08
500000801,Acute myocardial infarction,730548,Bromocriptine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b767d7cc-67c7-49d6-a456-227dcade7daf,C,GENITO URINARY SYSTEM AND SEX HORMONES,Hyperprolactinemia,cabergoline,576,229.11,15.07,1.85,3693,179.76,119.15,1.27,1919,493.27,326.51,1.16,14065,292.6,244.03,1.19,4263,243.29,58.66,1.4
500000801,Acute myocardial infarction,716968,Desipramine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7ec5f73f-32b6-48c3-b16e-891d06edf6eb,C,NERVOUS SYSTEM,Depression,Bupropion,607,240.06,25.6,1.63,5093,222.44,313.43,1.16,4844,335.01,698.09,1.11,18532,270.74,550.2,1.12,6609,200.1,108.63,1.29
500000801,Acute myocardial infarction,1126128,Diflunisal,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ea8ce5e2-dad4-4288-a1e1-775ea98a6fb9,A,NERVOUS SYSTEM,Pain,Acetaminophen,2652,48.2,106.18,1.29,12117,47.94,500.64,1.13,8241,161.77,1183.03,1.08,53294,48.08,1464.1,1.07,6855,176.74,135.84,1.25
500000801,Acute myocardial infarction,1331270,Dipyridamole,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6093dcd9-82d2-414f-8507-eda22c14f626,C,BLOOD AND BLOOD FORMING ORGANS,Prevention of Cerebral Thrombosis,clopidogrel,5615,56.44,463.21,1.13,39328,118.28,4393.84,1.04,157908,164,26817.16,1.02,94316,95.01,5435.71,1.04,29897,220.36,1277.14,1.08
500000801,Acute myocardial infarction,1342001,Enalaprilat,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eabae489-e254-4987-ab90-7cda20a6f856,C,CARDIOVASCULAR SYSTEM,Hypertension,Hydrochlorothiazide,0,0,0,225.3,41,20.9,4.53,2.75,9,15.33,1.69,4.31,2,219,0,225.3,68,40.72,1.78,4.2
500000801,Acute myocardial infarction,1301125,Epoetin Alfa,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1f2d0b28-9cc5-4523-80b8-637fdaf3f7a5,C,BLOOD AND BLOOD FORMING ORGANS,Anemia due to Renal Failure,Nandrolone,3826,91.36,251.89,1.18,30224,108.39,3011.15,1.05,69064,155.07,12005.8,1.03,55022,112.11,2609.99,1.06,23116,115.63,838.96,1.1
500000801,Acute myocardial infarction,1548195,Estradiol,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=64ae46f5-889c-4c13-ab07-92bebe8d5ef2,A,GENITO URINARY SYSTEM AND SEX HORMONES,Vasomotor Symptoms associated with Menopause,drospirenone,35792,260.35,1334.15,1.08,101901,180.26,4465.21,1.04,172892,366.05,19049.79,1.02,1164401,345.33,31973.29,1.02,257103,256.93,2732.87,1.05
500000801,Acute myocardial infarction,1549080,"Estrogens, Conjugated (USP)",1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b32fcb1b-fee4-44b8-a91c-10dfdd3f84ea,A,GENITO URINARY SYSTEM AND SEX HORMONES,Vasomotor Symptoms associated with Menopause,Methyltestosterone,27717,296.26,1300.92,1.08,151432,308.37,11707.74,1.03,304699,446.15,34888.57,1.02,1000803,394.98,35631.43,1.01,344799,275.91,5531.66,1.04
500000801,Acute myocardial infarction,1195492,Etodolac,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=86719bea-90f8-4696-ad0c-10a31967c850,A,MUSCULO-SKELETAL SYSTEM,Pain,Acetaminophen,17789,67.63,756.65,1.1,66799,75.2,3333.27,1.05,75208,178.81,10761.78,1.03,455847,75.21,13477.96,1.02,86213,141.28,1311.56,1.08
500000801,Acute myocardial infarction,1352141,Factor VIIa,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ea65c32f-8518-4383-b621-17056c0eebc0,C,,Hemophilia A,desmopressin,16,14.81,0.31,12.47,116,93.44,3.05,3.25,69,0.99,13.15,1.92,143,34.73,3.21,3.18,22,104,0.13,24.15
500000801,Acute myocardial infarction,1153928,Fenoprofen,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=36d8d102-9051-4830-a394-dc198054b8e3,A,MUSCULO-SKELETAL SYSTEM,Pain,Acetaminophen,290,36.79,13.69,1.9,4114,80.14,209.69,1.2,1552,201.15,219.86,1.2,8648,55.24,268.78,1.18,1185,167.12,22.37,1.68
500000801,Acute myocardial infarction,1156378,Flurbiprofen,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=86B915C9-9C00-46C2-8DD9-3E15A6B42323,A,MUSCULO-SKELETAL SYSTEM,Osteoarthritis,meloxicam,1417,57,60.28,1.39,6719,63.14,320.94,1.16,6951,170.45,1055.84,1.09,38915,58.39,1022.74,1.09,5873,144.47,89.72,1.32
500000801,Acute myocardial infarction,778268,Imipramine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7d52c40c-bbcb-4698-9879-d40136301d31,C,NERVOUS SYSTEM,Nocturnal Enuresis,desmopressin,1751,256.77,69,1.37,35825,228.61,1074.34,1.09,22289,371.72,3364.64,1.05,64682,286.1,1606.98,1.07,15952,200.59,270.29,1.18
500000801,Acute myocardial infarction,1178663,Indomethacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3d5df05a-f4af-48d8-b880-97dfb92e900c,A,CARDIOVASCULAR SYSTEM,Gout,Colchicine,11824,52.23,663.63,1.11,67634,60.01,4221.59,1.04,104527,73.16,17033.05,1.02,413258,57.23,15460.31,1.02,91478,136.7,2028.76,1.06
500000801,Acute myocardial infarction,1185922,Ketoprofen,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c2c99853-1268-4998-a44b-2bf0c0b70fd2,A,MUSCULO-SKELETAL SYSTEM,Pain,Acetaminophen,2508,55.41,95.39,1.31,17204,55.66,668.61,1.11,10246,216.8,1467.03,1.07,66743,74.45,1815.34,1.07,21665,126.62,265.29,1.18
500000801,Acute myocardial infarction,1136980,Ketorolac,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2837a082-3a34-6f81-5e43-45a70295686b,A,MUSCULO-SKELETAL SYSTEM,Severe Pain,ziconotide,46637,7.22,1685.26,1.07,295923,8.45,12376.44,1.03,226147,27.01,35884.77,1.01,1160808,7.31,28023.67,1.02,74034,56.12,835.22,1.1
500000801,Acute myocardial infarction,1318853,Nifedipine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0cc236dc-95fa-49cc-aeb8-6590de157585,C,CARDIOVASCULAR SYSTEM,Hypertension,Hydrochlorothiazide,11575,331.52,701.31,1.11,96166,298.52,7126.73,1.03,146116,617.5,23067.54,1.02,201817,417.79,8254.83,1.03,62020,221.58,1915.65,1.07
500000801,Acute myocardial infarction,721724,Nortriptyline,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b4a3438-57b4-4d88-9843-cc9da529f6f2,C,NERVOUS SYSTEM,Depression,Bupropion,5384,192.44,219.37,1.2,44504,187.94,2653.05,1.06,47589,326.6,6903.97,1.03,180010,226.58,5024.81,1.04,60817,213.95,1019.17,1.09
500000801,Acute myocardial infarction,1146810,Piroxicam,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dedef9e5-23de-49ff-895a-30906b5c7da3,A,MUSCULO-SKELETAL SYSTEM,Osteoarthritis,nabumetone,5610,96.17,271.97,1.18,52211,106.32,3154.35,1.05,42452,204.71,6098.03,1.04,210711,102.97,6882.14,1.03,50545,183.49,845.01,1.1
500000801,Acute myocardial infarction,1137460,Salsalate,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0a88f3a4-024a-4881-ae0f-3c8acc418e70,A,NERVOUS SYSTEM,Osteoarthritis,meloxicam,768,122.13,40.49,1.49,13080,137.59,1060.48,1.09,20958,212.6,3198.31,1.05,33766,113.39,1302.34,1.08,15856,192.74,423.01,1.14
500000801,Acute myocardial infarction,1236607,Sulindac,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6f0e1d2c-83ba-4cb5-75b9-58638c13f9a8,A,MUSCULO-SKELETAL SYSTEM,Ankylosing Spondylitis,Methylprednisolone,2920,102.1,154.6,1.24,24840,110.21,1703.15,1.07,36589,213.58,5459.98,1.04,105116,107.13,3737.48,1.05,31514,164.05,621.87,1.12
500000801,Acute myocardial infarction,1140643,Sumatriptan,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=584abe73-8290-4484-ff8e-5890831c095e,C,NERVOUS SYSTEM,Migraine,Acetaminophen,13088,119.95,355.23,1.15,82464,64.4,1896.59,1.07,14721,227.42,1498.8,1.07,449657,129.48,8154.81,1.03,134859,211.98,719.36,1.11
500000801,Acute myocardial infarction,1102917,Tolmetin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a6c72634-4613-4d21-bc9a-09dad17eb137,A,MUSCULO-SKELETAL SYSTEM,Osteoarthritis,meloxicam,151,98.21,7.83,2.25,1727,92.89,70.24,1.36,1813,321.29,265.13,1.18,6761,136.42,220.68,1.2,2393,180.47,39.24,1.5
500000801,Acute myocardial infarction,1103552,almotriptan,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b13ba9bf-1661-456a-8eae-6d110ea08c94,C,NERVOUS SYSTEM,Migraine,Acetaminophen,1339,91.35,31.17,1.56,11972,48.17,319.35,1.16,983,168,101.95,1.3,45958,87.8,721.58,1.11,14763,163.04,64.91,1.38
